 hours in peak = 
   2
 PER   TM_E    EON   EOFF   TM_W    WON   WOFF   TM_I   IDON  IDOFF   IWY
  12 13790. 20694. 13080.  1119.  1834.   508.   990.  1717.   700.  2001
  12 13790. 20411. 13150.  1119.  1829.   508.   990.  1701.   706.  2001
  12 13790. 20333. 13173.  1119.  1828.   508.   990.  1697.   708.  2001
  13 11769. 19542. 10998.   978.  1616.   456.   877.  1704.   515.  2001
  13 11769. 19467. 11015.   978.  1614.   456.   877.  1700.   517.  2001
  13 11769. 19144. 11090.   978.  1608.   456.   877.  1681.   524.  2001
  13 11769. 19075. 11107.   978.  1607.   456.   877.  1676.   525.  2001
  14  8193. 18116.  6547.  1389.  2224.   665.   886.  1707.   528.  2001
  14  8193. 18047.  6559.  1389.  2223.   667.   886.  1702.   530.  2001
  14  8193. 17759.  6609.  1389.  2217.   675.   886.  1683.   537.  2001
  14  8193. 17695.  6620.  1389.  2215.   677.   886.  1679.   538.  2001
   1  7723. 20315.  5314.  1031.  1718.   464.   894.  1643.   598.  2001
   1  7723. 20231.  5301.  1031.  1716.   464.   894.  1639.   600.  2001
   1  7723. 19823.  5242.  1031.  1709.   466.   894.  1617.   607.  2001
   1  7723. 19741.  5222.  1031.  1708.   466.   894.  1613.   609.  2001
   2  8006. 19945.  5947.  1141.  1816.   534.   801.  1550.   519.  2001
   2  8006. 19866.  5931.  1141.  1814.   534.   801.  1546.   521.  2001
   2  8006. 19646.  5981.  1141.  1810.   535.   801.  1533.   525.  2001
   2  8006. 19568.  6002.  1141.  1809.   535.   801.  1529.   527.  2001
   3  9965. 21137.  8348.  1534.  2091.   853.   685.  1465.   409.  2001
   3  9965. 21056.  8373.  1534.  2088.   853.   685.  1461.   411.  2001
   3  9965. 20734.  8471.  1534.  2076.   853.   685.  1443.   417.  2001
   3  9965. 20651.  8489.  1534.  2073.   853.   685.  1439.   419.  2001
   4 10335. 22431.  8016.  1135.  1771.   544.   864.  1529.   670.  2001
   4 10335. 22335.  8045.  1135.  1768.   545.   864.  1524.   671.  2001
   4 10335. 22099.  8116.  1135.  1761.   548.   864.  1513.   675.  2001
   4 10335. 22005.  8145.  1135.  1758.   549.   864.  1509.   677.  2001
   5 10054. 22309.  7394.   958.  1474.   443.   878.  1531.   695.  2001
   5 10054. 22214.  7421.   958.  1473.   444.   878.  1526.   697.  2001
   5 10054. 22243.  7413.   958.  1473.   444.   878.  1528.   696.  2001
   5 10054. 22148.  7440.   958.  1472.   444.   878.  1523.   698.  2001
   6  9593. 21684.  7528.  1221.  1618.   768.   660.  1442.   396.  2001
   6  9593. 21602.  7552.  1221.  1616.   768.   660.  1437.   398.  2001
   6  9593. 21540.  7569.  1221.  1614.   768.   660.  1434.   399.  2001
   6  9593. 21458.  7592.  1221.  1611.   767.   660.  1429.   401.  2001
   7  8885. 21387.  6552.  1415.  2093.   706.   920.  1556.   732.  2001
   7  8885. 21295.  6541.  1415.  2091.   707.   920.  1551.   734.  2001
   7  8885. 21209.  6531.  1415.  2089.   708.   920.  1547.   735.  2001
   7  8885. 21118.  6522.  1415.  2087.   709.   920.  1543.   737.  2001
   8  8226. 19351.  6007.  1521.  2243.   745.   826.  1566.   569.  2001
   8  8226. 19281.  6029.  1521.  2241.   746.   826.  1562.   570.  2001
   8  8226. 18697.  5981.  1521.  2226.   749.   826.  1531.   581.  2001
   8  8226. 18619.  5968.  1521.  2223.   749.   826.  1527.   583.  2001
   9 10791. 18621.  8872.  1650.  2322.   886.   831.  1571.   573.  2001
   9 10791. 18550.  8891.  1650.  2320.   887.   831.  1566.   575.  2001
   9 10791. 18073.  9019.  1650.  2305.   892.   831.  1536.   586.  2001
   9 10791. 18004.  9038.  1650.  2302.   892.   831.  1532.   588.  2001
  10 12827. 19254. 11129.   906.  1328.   438.   985.  1773.   646.  2001
  10 12827. 19174. 11151.   906.  1327.   438.   985.  1768.   648.  2001
  10 12827. 19022. 11194.   906.  1326.   438.   985.  1760.   650.  2001
  10 12827. 18938. 11219.   906.  1325.   438.   985.  1756.   652.  2001
  11  8772. 17977.  6741.  1123.  1629.   547.   819.  1660.   464.  2001
  11  8772. 17902.  6760.  1123.  1628.   547.   819.  1656.   466.  2001
  11  8772. 17806.  6785.  1123.  1627.   547.   819.  1650.   468.  2001
  11  8772. 17733.  6804.  1123.  1627.   547.   819.  1646.   469.  2001
  12  9001. 18491.  7366.  1002.  1472.   489.   887.  1665.   573.  2002
  12  9001. 18413.  7387.  1002.  1471.   489.   887.  1661.   575.  2002
  12  9001. 18130.  7458.  1002.  1469.   489.   887.  1645.   580.  2002
  12  9001. 18055.  7478.  1002.  1468.   489.   887.  1640.   582.  2002
  13  8703. 17919.  7233.   532.   815.   259.   744.  1577.   401.  2002
  13  8703. 17852.  7249.   532.   815.   259.   744.  1573.   403.  2002
  13  8703. 17562.  7323.   532.   812.   259.   744.  1553.   410.  2002
  13  8703. 17494.  7333.   532.   812.   259.   744.  1549.   412.  2002
  14  7776. 17363.  6321.   568.   900.   277.   752.  1579.   413.  2002
  14  7776. 17304.  6334.   568.   899.   277.   752.  1574.   414.  2002
  14  7776. 17065.  6389.   568.   896.   277.   752.  1555.   421.  2002
  14  7776. 17012.  6401.   568.   895.   277.   752.  1551.   423.  2002
   1  5989. 18552.  4347.  1148.  1381.   751.   737.  1510.   449.  2002
   1  5989. 18510.  4356.  1148.  1378.   749.   737.  1506.   451.  2002
   1  5989. 18267.  4348.  1148.  1365.   736.   737.  1484.   459.  2002
   1  5989. 18201.  4320.  1148.  1362.   734.   737.  1480.   460.  2002
   2  6806. 18945.  5145.   675.  1094.   325.   631.  1368.   391.  2002
   2  6806. 18881.  5122.   675.  1093.   325.   631.  1364.   392.  2002
   2  6806. 18686.  5066.   675.  1089.   324.   631.  1352.   397.  2002
   2  6806. 18615.  5046.   675.  1088.   324.   631.  1347.   398.  2002
   3  9161. 20682.  6995.  1289.  1915.   658.   622.  1388.   371.  2002
   3  9161. 20600.  7019.  1289.  1912.   659.   622.  1384.   373.  2002
   3  9161. 20279.  7112.  1289.  1902.   662.   622.  1366.   379.  2002
   3  9161. 20198.  7136.  1289.  1899.   663.   622.  1361.   381.  2002
   4 10915. 22648.  8939.  1870.  2450.  1108.   662.  1433.   411.  2002
   4 10915. 22566.  8964.  1870.  2447.  1108.   662.  1428.   413.  2002
   4 10915. 22355.  9029.  1870.  2440.  1106.   662.  1417.   417.  2002
   4 10915. 22266.  9058.  1870.  2437.  1106.   662.  1412.   419.  2002
   5  9868. 22268.  7139.  2688.  3451.  1523.   814.  1496.   617.  2002
   5  9868. 22172.  7130.  2688.  3448.  1520.   814.  1492.   618.  2002
   5  9868. 22201.  7133.  2688.  3449.  1521.   814.  1493.   618.  2002
   5  9868. 22105.  7124.  2688.  3446.  1518.   814.  1488.   619.  2002
   6  9769. 22233.  7302.  1685.  2261.   949.   799.  1482.   599.  2002
   6  9769. 22136.  7297.  1685.  2258.   948.   799.  1478.   601.  2002
   6  9769. 22063.  7294.  1685.  2257.   948.   799.  1474.   602.  2002
   6  9769. 21966.  7290.  1685.  2254.   947.   799.  1470.   604.  2002
   7  9465. 21612.  7274.  1552.  2112.   877.   812.  1483.   615.  2002
   7  9465. 21516.  7270.  1552.  2110.   878.   812.  1478.   617.  2002
   7  9465. 21425.  7274.  1552.  2107.   879.   812.  1474.   619.  2002
   7  9465. 21329.  7306.  1552.  2105.   880.   812.  1470.   620.  2002
   8 13264. 21670. 11279.  2184.  2818.  1070.   875.  1521.   698.  2002
   8 13264. 21568. 11259.  2184.  2816.  1068.   875.  1517.   699.  2002
   8 13264. 20886. 11121.  2184.  2800.  1061.   875.  1475.   691.  2002
   8 13264. 20786. 11101.  2184.  2798.  1060.   875.  1468.   688.  2002
   9 16608. 21799. 16339.  1374.  2149.   663.  1021.  1528.   830.  2002
   9 16608. 21704. 16260.  1374.  2148.   664.  1021.  1522.   830.  2002
   9 16608. 21074. 16272.  1374.  2139.   664.  1021.  1475.   840.  2002
   9 16608. 20981. 16247.  1374.  2137.   665.  1021.  1468.   842.  2002
  10 15253. 20377. 14177.  1405.  2006.   684.   959.  1673.   692.  2002
  10 15253. 20288. 14166.  1405.  2005.   684.   959.  1668.   694.  2002
  10 15253. 20125. 14151.  1405.  2004.   684.   959.  1660.   697.  2002
  10 15253. 20054. 14147.  1405.  2004.   684.   959.  1656.   699.  2002
  11 18346. 22634. 17645.  2038.  3048.   984.  1022.  1712.   766.  2002
  11 18346. 22560. 17638.  2038.  3045.   985.  1022.  1708.   768.  2002
  11 18346. 22469. 17625.  2038.  3041.   987.  1022.  1702.   770.  2002
  11 18346. 22379. 17626.  2038.  3038.   988.  1022.  1697.   771.  2002
  12 15905. 21672. 15648.  1499.  2372.   691.   989.  1693.   723.  2003
  12 15905. 21584. 15590.  1499.  2371.   691.   989.  1689.   725.  2003
  12 15905. 21235. 15452.  1499.  2366.   691.   989.  1673.   731.  2003
  12 15905. 21115. 15411.  1499.  2365.   691.   989.  1668.   732.  2003
  13 11873. 19629. 11026.  1532.  2427.   758.   848.  1619.   542.  2003
  13 11873. 19551. 11047.  1532.  2426.   759.   848.  1615.   544.  2003
  13 11873. 19218. 11136.  1532.  2418.   768.   848.  1595.   551.  2003
  13 11873. 19146. 11157.  1532.  2416.   769.   848.  1591.   553.  2003
  14  9712. 19128.  8062.  1111.  1793.   522.   856.  1621.   554.  2003
  14  9712. 19050.  8080.  1111.  1792.   522.   856.  1617.   555.  2003
  14  9712. 18723.  8158.  1111.  1785.   521.   856.  1597.   562.  2003
  14  9712. 18650.  8175.  1111.  1784.   521.   856.  1593.   564.  2003
   1  7805. 20300.  5458.  1511.  2047.   890.   825.  1557.   557.  2003
   1  7805. 20217.  5447.  1511.  2044.   890.   825.  1553.   558.  2003
   1  7805. 19809.  5396.  1511.  2030.   887.   825.  1531.   566.  2003
   1  7805. 19727.  5386.  1511.  2027.   887.   825.  1527.   568.  2003
   2  7631. 19434.  5720.   758.  1136.   366.   664.  1400.   420.  2003
   2  7631. 19358.  5741.   758.  1135.   366.   664.  1395.   422.  2003
   2  7631. 19140.  5798.   758.  1133.   366.   664.  1383.   426.  2003
   2  7631. 19062.  5819.   758.  1133.   366.   664.  1379.   428.  2003
   3 10534. 21151.  8841.  1094.  1736.   526.   593.  1363.   345.  2003
   3 10534. 21069.  8865.  1094.  1733.   527.   593.  1359.   346.  2003
   3 10534. 20746.  8953.  1094.  1723.   530.   593.  1341.   353.  2003
   3 10534. 20659.  8959.  1094.  1720.   531.   593.  1337.   354.  2003
   4 10582. 22202.  8180.  1210.  1743.   626.   661.  1426.   417.  2003
   4 10582. 22116.  8205.  1210.  1741.   627.   661.  1422.   418.  2003
   4 10582. 21905.  8267.  1210.  1734.   628.   661.  1410.   422.  2003
   4 10582. 21820.  8292.  1210.  1731.   629.   661.  1406.   424.  2003
   5  8936. 21967.  6348.  2621.  3350.  1300.   875.  1514.   706.  2003
   5  8936. 21871.  6340.  2621.  3347.  1299.   875.  1509.   708.  2003
   5  8936. 21900.  6342.  2621.  3348.  1299.   875.  1511.   708.  2003
   5  8936. 21804.  6334.  2621.  3345.  1298.   875.  1506.   709.  2003
   6  9254. 21819.  6954.  1474.  1882.   914.   702.  1439.   472.  2003
   6  9254. 21719.  6950.  1474.  1879.   913.   702.  1435.   473.  2003
   6  9254. 21645.  6948.  1474.  1877.   913.   702.  1431.   475.  2003
   6  9254. 21546.  6944.  1474.  1875.   912.   702.  1427.   476.  2003
   7 13112. 22657. 10153.  1819.  2344.  1069.   737.  1433.   530.  2003
   7 13112. 22552. 10137.  1819.  2341.  1067.   737.  1429.   532.  2003
   7 13112. 22453. 10122.  1819.  2339.  1066.   737.  1424.   534.  2003
   7 13112. 22348. 10107.  1819.  2337.  1065.   737.  1420.   535.  2003
   8 13738. 21956. 11815.  1378.  1995.   667.   860.  1504.   684.  2003
   8 13738. 21854. 11794.  1378.  1994.   667.   860.  1499.   685.  2003
   8 13738. 21171. 11654.  1378.  1985.   670.   860.  1469.   696.  2003
   8 13738. 21072. 11634.  1378.  1984.   670.   860.  1464.   698.  2003
   9 13548. 20617. 12308.  1189.  1694.   569.   823.  1489.   634.  2003
   9 13548. 20528. 12331.  1189.  1694.   569.   823.  1484.   636.  2003
   9 13548. 19938. 12473.  1189.  1689.   570.   823.  1454.   647.  2003
   9 13548. 19851. 12490.  1189.  1689.   570.   823.  1449.   648.  2003
  10 15260. 20888. 14208.  1186.  1709.   576.  1183.  1677.   938.  2003
  10 15260. 20798. 14203.  1186.  1709.   576.  1183.  1670.   941.  2003
  10 15260. 20632. 14198.  1186.  1708.   576.  1183.  1657.   945.  2003
  10 15260. 20543. 14196.  1186.  1707.   576.  1183.  1651.   947.  2003
  11 17654. 22295. 17104.  1375.  2217.   625.  1062.  1736.   812.  2003
  11 17654. 22203. 17082.  1375.  2215.   625.  1062.  1732.   814.  2003
  11 17654. 22084. 17014.  1375.  2214.   625.  1062.  1726.   816.  2003
  11 17654. 21993. 16973.  1375.  2212.   625.  1062.  1722.   818.  2003
  12  9849. 19108.  8295.  1307.  2082.   600.   986.  1767.   652.  2004
  12  9849. 19029.  8315.  1307.  2081.   600.   986.  1763.   654.  2004
  12  9849. 18746.  8386.  1307.  2076.   601.   986.  1746.   659.  2004
  12  9849. 18669.  8406.  1307.  2074.   601.   986.  1742.   661.  2004
  13  8665. 18086.  7133.   864.  1437.   401.   746.  1551.   427.  2004
  13  8665. 18019.  7149.   864.  1435.   401.   746.  1547.   429.  2004
  13  8665. 17721.  7218.   864.  1430.   400.   746.  1528.   436.  2004
  13  8665. 17653.  7233.   864.  1428.   400.   746.  1523.   438.  2004
  14  7743. 17622.  6245.   723.  1237.   333.   756.  1556.   441.  2004
  14  7743. 17563.  6257.   723.  1235.   333.   756.  1552.   443.  2004
  14  7743. 17321.  6309.   723.  1230.   332.   756.  1533.   450.  2004
  14  7743. 17266.  6318.   723.  1228.   332.   756.  1528.   451.  2004
   1  6555. 19467.  4617.  1587.  1955.   964.   727.  1474.   465.  2004
   1  6555. 19414.  4626.  1587.  1952.   962.   727.  1469.   466.  2004
   1  6555. 19065.  4549.  1587.  1939.   950.   727.  1448.   474.  2004
   1  6555. 19003.  4521.  1587.  1936.   947.   727.  1443.   476.  2004
   2  8413. 19765.  6262.  1091.  1675.   532.   628.  1347.   404.  2004
   2  8413. 19685.  6285.  1091.  1674.   532.   628.  1343.   406.  2004
   2  8413. 19462.  6349.  1091.  1670.   531.   628.  1331.   410.  2004
   2  8413. 19382.  6372.  1091.  1669.   531.   628.  1326.   412.  2004
   3 10257. 21104.  8794.  1211.  1791.   584.   607.  1366.   365.  2004
   3 10257. 21022.  8819.  1211.  1790.   584.   607.  1361.   367.  2004
   3 10257. 20695.  8902.  1211.  1785.   586.   607.  1344.   373.  2004
   3 10257. 20608.  8909.  1211.  1784.   586.   607.  1339.   375.  2004
   4 12943. 23272. 11233.  1742.  2385.   985.   628.  1409.   376.  2004
   4 12943. 23180. 11217.  1742.  2382.   986.   628.  1404.   377.  2004
   4 12943. 22939. 11181.  1742.  2376.   989.   628.  1393.   381.  2004
   4 12943. 22843. 11167.  1742.  2373.   989.   628.  1388.   383.  2004
   5 10079. 22270.  7392.  2123.  2823.  1210.   732.  1414.   550.  2004
   5 10079. 22179.  7417.  2123.  2820.  1210.   732.  1409.   552.  2004
   5 10079. 22207.  7409.  2123.  2821.  1210.   732.  1410.   551.  2004
   5 10079. 22116.  7434.  2123.  2818.  1209.   732.  1406.   553.  2004
   6  8636. 21627.  6282.  1628.  2160.   955.   810.  1450.   648.  2004
   6  8636. 21530.  6279.  1628.  2158.   954.   810.  1446.   650.  2004
   6  8636. 21458.  6276.  1628.  2156.   954.   810.  1443.   651.  2004
   6  8636. 21361.  6272.  1628.  2153.   953.   810.  1438.   652.  2004
   7 11687. 22000.  8733.  1442.  2143.   721.   903.  1459.   734.  2004
   7 11687. 21897.  8717.  1442.  2141.   722.   903.  1452.   733.  2004
   7 11687. 21800.  8703.  1442.  2139.   723.   903.  1445.   733.  2004
   7 11687. 21698.  8687.  1442.  2136.   723.   903.  1438.   732.  2004
   8 12579. 21300. 10687.  1240.  1787.   599.   639.  1439.   363.  2004
   8 12579. 21205. 10668.  1240.  1786.   599.   639.  1435.   365.  2004
   8 12579. 20572. 10542.  1240.  1782.   599.   639.  1404.   376.  2004
   8 12579. 20479. 10524.  1240.  1781.   599.   639.  1400.   378.  2004
   9 12614. 19945. 11473.  1125.  1632.   548.   809.  1504.   596.  2004
   9 12614. 19861. 11493.  1125.  1632.   548.   809.  1500.   597.  2004
   9 12614. 19301. 11629.  1125.  1628.   548.   809.  1470.   608.  2004
   9 12614. 19220. 11649.  1125.  1627.   548.   809.  1465.   610.  2004
  10 15224. 20810. 14155.  1323.  1907.   640.  1115.  1789.   852.  2004
  10 15224. 20718. 14145.  1323.  1906.   640.  1115.  1783.   851.  2004
  10 15224. 20551. 14128.  1323.  1905.   640.  1115.  1771.   847.  2004
  10 15224. 20461. 14119.  1323.  1904.   640.  1115.  1764.   844.  2004
  11 15168. 21172. 14703.  1523.  2384.   703.  1080.  1821.   766.  2004
  11 15168. 21084. 14696.  1523.  2380.   704.  1080.  1817.   768.  2004
  11 15168. 20966. 14677.  1523.  2376.   705.  1080.  1811.   770.  2004
  11 15168. 20875. 14669.  1523.  2373.   705.  1080.  1806.   771.  2004
  12 10114. 19212.  8503.  1411.  2243.   665.  1076.  1838.   743.  2005
  12 10114. 19133.  8523.  1411.  2242.   665.  1076.  1833.   744.  2005
  12 10114. 18849.  8611.  1411.  2237.   648.  1076.  1817.   750.  2005
  12 10114. 18771.  8626.  1411.  2236.   665.  1076.  1813.   752.  2005
  13  9203. 18432.  7571.   912.  1521.   424.   851.  1653.   517.  2005
  13  9203. 18354.  7591.   912.  1520.   424.   851.  1648.   518.  2005
  13  9203. 18028.  7679.   912.  1514.   423.   851.  1629.   525.  2005
  13  9203. 17956.  7699.   912.  1513.   423.   851.  1625.   527.  2005
  14  8406. 18346.  6160.   977.  1649.   439.   859.  1654.   528.  2005
  14  8406. 18273.  6173.   977.  1647.   439.   859.  1650.   530.  2005
  14  8406. 17972.  6226.   977.  1641.   460.   859.  1631.   537.  2005
  14  8406. 17904.  6238.   977.  1640.   460.   859.  1626.   538.  2005
   1  9757. 21158.  7698.   866.  1485.   396.   760.  1512.   487.  2005
   1  9757. 21070.  7728.   866.  1483.   396.   760.  1507.   489.  2005
   1  9757. 20638.  7871.   866.  1476.   396.   760.  1486.   496.  2005
   1  9757. 20552.  7898.   866.  1475.   395.   760.  1481.   498.  2005
   2  8515. 20051.  6494.  1311.  2016.   649.   580.  1288.   375.  2005
   2  8515. 19970.  6517.  1311.  2013.   650.   580.  1284.   376.  2005
   2  8515. 19739.  6584.  1311.  2004.   653.   580.  1272.   381.  2005
   2  8515. 19657.  6609.  1311.  2001.   655.   580.  1267.   382.  2005
   3 10338. 21412.  8293.  1875.  2420.  1138.   535.  1259.   337.  2005
   3 10338. 21328.  8317.  1875.  2417.  1137.   535.  1255.   338.  2005
   3 10338. 20995.  8410.  1875.  2405.  1133.   535.  1237.   345.  2005
   3 10338. 20906.  8417.  1875.  2402.  1132.   535.  1233.   346.  2005
   4 13328. 23387. 11499.  1851.  2484.  1058.   552.  1310.   332.  2005
   4 13328. 23290. 11484.  1851.  2481.  1058.   552.  1306.   334.  2005
   4 13328. 23042. 11379.  1851.  2474.  1056.   552.  1295.   338.  2005
   4 13328. 22940. 11367.  1851.  2472.  1055.   552.  1290.   340.  2005
   5 13249. 23436. 10904.  1755.  2547.   887.   665.  1404.   443.  2005
   5 13249. 23334. 10889.  1755.  2544.   888.   665.  1399.   445.  2005
   5 13249. 23365. 10894.  1755.  2545.   887.   665.  1401.   444.  2005
   5 13249. 23263. 10878.  1755.  2542.   888.   665.  1396.   446.  2005
   6 12407. 22874. 10431.  1570.  2112.   786.   621.  1380.   384.  2005
   6 12407. 22777. 10415.  1570.  2109.   787.   621.  1376.   386.  2005
   6 12407. 22705. 10403.  1570.  2108.   787.   621.  1372.   387.  2005
   6 12407. 22608. 10386.  1570.  2105.   787.   621.  1368.   388.  2005
   7 10397. 21565.  8262.  1071.  1689.   501.   594.  1355.   355.  2005
   7 10397. 21483.  8286.  1071.  1688.   501.   594.  1350.   356.  2005
   7 10397. 21407.  8308.  1071.  1686.   501.   594.  1346.   358.  2005
   7 10397. 21325.  8332.  1071.  1685.   501.   594.  1342.   359.  2005
   8 10081. 20163.  7710.   961.  1469.   469.   711.  1449.   478.  2005
   8 10081. 20079.  7737.   961.  1468.   469.   711.  1444.   480.  2005
   8 10081. 19517.  7918.   961.  1460.   470.   711.  1414.   491.  2005
